From	To
Q5JRA6	Q5JRA6
Q9Y5H5	Q9Y5H5
P09912	P09912
Q7Z7N5	Q7Z7N5
Q8NHC8	Q8NHC8
E9PRI1	E9PRI1
Q765I0	Q765I0
Q9BS40	Q9BS40
O75616	O75616
Q86Y78	Q86Y78
A4QPH2	A4QPH2
P56880	P56880
Q9P275	Q9P275
Q9ULG6	Q9ULG6
Q7Z404	Q7Z404
P01861	P01861
Q8IZX4	Q8IZX4
Q9NV58	Q9NV58
Q15397	Q15397
O43164	O43164
P49116	P49116
Q08945	Q08945
Q86YH6	Q86YH6
Q9GZR7	Q9GZR7
O14972	O14972
A4D1B5	A4D1B5
O43556	O43556
O94900	O94900
Q9Y6X4	Q9Y6X4
A9Z1X7	A9Z1X7
Q5W5X9	Q5W5X9
Q8TCC7	Q8TCC7
Q9BQA5	Q9BQA5
O95471	O95471
Q32NB8	Q32NB8
P57739	P57739
Q86VZ6	Q86VZ6
Q8TAU3	Q8TAU3
O75113	O75113
O60927	O60927
Q9P2Z0	Q9P2Z0
A8MTY7	A8MTY7
Q9Y3D7	Q9Y3D7
Q8N2G8	Q8N2G8
Q8NCE0	Q8NCE0
Q01850	Q01850
Q0VGL1	Q0VGL1
Q9H1J7	Q9H1J7
Q05940	Q05940
P39656	P39656
Q59E91	Q59E91
Q8N1F8	Q8N1F8
Q96ST3	Q96ST3
Q6IBB0	Q6IBB0
Q96M96	Q96M96
O75541	O75541
P42025	P42025
Q92597	Q92597
Q96PH1	Q96PH1
Q9UKJ0	Q9UKJ0
P83916	P83916
Q8IUW1	Q8IUW1
Q8TDZ2	Q8TDZ2
Q5VT66	Q5VT66
P33681	P33681
Q8WU43	Q8WU43
P21918	P21918
E7ETA6	Q15154
Q5JUQ0	Q5JUQ0
P23246	P23246
Q96DN0	Q96DN0
Q9BV73	Q9BV73
Q13868	Q13868
Q6IV72	Q6IV72
Q9NQX7	Q9NQX7
Q2M2E5	Q2M2E5
Q8NH49	Q8NH49
P62487	P62487
H0YCH8	H0YCH8
Q5M9Q1	Q5M9Q1
P21912	P21912
Q6ZUJ8	Q6ZUJ8
Q9H3S7	Q9H3S7
Q86Y07	Q86Y07
O43903	O43903
P50440	P50440
P30518	P30518
Q9UI42	Q9UI42
H7BXI1	H7BXI1
P82930	P82930
P55157	P55157
O00187	O00187
P07307	P07307
B3KNK9	B3KNK9
Q16659	Q16659
Q96MW5	Q96MW5
P32929	P32929
Q6PJ69	Q6PJ69
Q9Y4A5	Q9Y4A5
P11274	P11274
Q96G30	Q96G30
Q08629	Q08629
Q9Y237	Q9Y237
P56696	P56696
O95704	O95704
Q9NY65	Q9NY65
P58557	P58557
P48378	P48378
Q8N6X9	Q8N6X9
P55285	P55285
Q9NQC7	Q9NQC7
Q8IWB4	Q8IWB4
P49441	P49441
O14657	O14657
O15118	O15118
P16499	P16499
P40126	P40126
P58505	P58505
Q9BXM7	Q9BXM7
Q6ZMW9	Q6ZMW9
Q9Y2K6	Q9Y2K6
Q9Y6M0	Q9Y6M0
Q9Y2B0	Q9Y2B0
Q9H6X4	Q9H6X4
P0DL12	P0DL12
P23760	P23760
Q8IXM7	Q8IXM7
Q9H902	Q9H902
Q9Y3A4	Q9Y3A4
Q9UM07	Q9UM07
Q2M3T9	Q2M3T9
Q5T5B0	Q5T5B0
Q6P4A2	Q6P4A2
Q14162	Q14162
O96007	O96007
O75093	O75093
P16284	P16284
Q16594	Q16594
Q8N812	Q8N812
J3KN53	J3KN53
B2R4P2	B2R4P2
Q8N9N7	Q8N9N7
B7ZM81	B7ZM81
Q9UNX3	Q9UNX3
Q09FC8	Q09FC8
Q7RTX0	Q7RTX0
Q8IV32	Q8IV32
Q8N6N2	Q8N6N2
Q0VAQ4	Q0VAQ4
Q9NPI7	Q9NPI7
Q8N371	Q8N371
O95622	O95622
Q6UX73	Q6UX73
E7ERS3	E7ERS3
A6XGL0	A6XGL0
Q92878	Q92878
P62166	P62166
P29084	P29084
Q9C093	Q9C093
Q9NYQ3	Q9NYQ3
Q03181	Q03181
Q86TM3	Q86TM3
Q96JI7	Q96JI7
Q68DL7	Q68DL7
P51809	P51809
Q6YN16	Q6YN16
Q96PD5	Q96PD5
P49761	P49761
Q96IQ7	Q96IQ7
Q15773	Q15773
P33763	P33763
Q15415	Q15415
Q8NDD3	Q8NDD3
H9ZYI9	H9ZYI9
Q9H5J8	Q9H5J8
Q9H063	Q9H063
Q4KMQ2	Q4KMQ2
Q7Z612	Q7Z612
Q8WY22	Q8WY22
Q92545	Q92545
P17900	P17900
P30273	P30273
Q13705	Q13705
Q9NST1	Q9NST1
O15270	O15270
Q9NTU7	Q9NTU7
Q96C36	Q96C36
Q9Y570	Q9Y570
Q9NPI6	Q9NPI6
Q9NPB0	Q9NPB0
Q15468	Q15468
F5GYW0	F5GYW0
B5MDQ0	B5MDQ0
Q14331	Q14331
P11712	P11712
Q9P232	Q9P232
P62256	P62256
Q99525	Q99525
P10176	P10176
Q96SW2	Q96SW2
Q86W67	Q86W67
Q9GZS3	Q9GZS3
Q8IXK0	Q8IXK0
Q9P0V9	Q9P0V9
Q8TEY5	Q8TEY5
P19784	P19784
P78395	P78395
Q9C0I9	Q9C0I9
P52569	P52569
Q96T75	Q96T75
Q6PJI1	Q6PJI1
O94817	O94817
Q9Y5F6	Q9Y5F6
Q9HBE4	Q9HBE4
Q58FF8	Q58FF8
Q1KMD3	Q1KMD3
Q9BX40	Q9BX40
P0C5Z0	P0C5Z0
Q9UBX3	Q9UBX3
P55039	P55039
Q15761	Q15761
Q16816	Q16816
Q5VWI1	Q5VWI1
Q9H205	Q9H205
O94956	O94956
Q8WTR4	Q8WTR4
Q7Z5A4	Q7Z5A4
Q6PKC8	Q6PKC8
P17948	P17948
P10914	P10914
A0A087WYT4	A0A087WYT4
Q96NY9	Q96NY9
Q30154	Q30154
P50542	P50542
Q9BZT1	Q9BZT1
Q86T24	Q86T24
P50402	P50402
Q96DM3	Q96DM3
Q92618	Q92618
Q9BY44	Q9BY44
P61158	P61158
O75417	O75417
Q92922	Q92922
Q8NDI1	Q8NDI1
O96006	O96006
Q02224	Q02224
Q9HBJ7	Q9HBJ7
Q96FZ7	Q96FZ7
O95059	O95059
Q9UHR6	Q9UHR6
Q5HY92	Q5HY92
Q13196	Q13196
F6U236	F6U236
Q99946	Q99946
O95847	O95847
Q8TCN5	Q8TCN5
P31645	P31645
Q5SQQ9	Q5SQQ9
O43768	O43768
Q1ZZU3	Q1ZZU3
Q9BZG8	Q9BZG8
Q96JX3	Q96JX3
Q16548	Q16548
Q96M29	Q96M29
P12532	P12532
Q8N9V3	Q8N9V3
Q92583	Q92583
Q8IXK2	Q8IXK2
Q9HCE7	Q9HCE7
Q9UHF0	Q9UHF0
Q9UHA2	Q9UHA2
Q9P298	Q9P298
Q8TC21	Q8TC21
Q0VDF9	Q0VDF9
O60353	O60353
Q00887	Q00887
P43699	P43699
P22674	P22674
Q8IZ08	Q8IZ08
P01225	P01225
Q96QS3	Q96QS3
Q05D08	Q05D08
Q8WWG9	Q8WWG9
Q13596	Q13596
B5MCW2	B5MCW2
Q86YC2	Q86YC2
C9JPM4	C9JPM4
Q8TAC1	Q8TAC1
Q7Z7A4	Q7Z7A4
Q9BU40	Q9BU40
Q9H1A4	Q9H1A4
Q6ZUB1	Q6ZUB1
O14522	O14522
Q13796	Q13796
Q86UR5	Q86UR5
P43220	P43220
P99999	P99999
P08172	P08172
Q93068	P63166
Q93068	P63165
P54851	P54851
O00219	O00219
Q8NC44	Q8NC44
Q3KNS1	Q3KNS1
P01275	P01275
Q8N5S9	Q8N5S9
Q11203	Q11203
Q9ULH4	Q9ULH4
Q9Y3Q8	Q9Y3Q8
A1L4L9	A1L4L9
Q9Y3Q4	Q9Y3Q4
P54619	P54619
Q9Y5Y4	Q9Y5Y4
P48742	P48742
O75128	O75128
Q4W5G0	Q4W5G0
Q96BY7	Q96BY7
Q9P2E9	Q9P2E9
Q99728	Q99728
Q8N2R8	Q8N2R8
Q8TF65	Q8TF65
P06493	P06493
Q9NW15	Q9NW15
Q9BVA0	Q9BVA0
Q9H496	Q9H496
Q5JNZ5	Q5JNZ5
P43897	P43897
Q8WVY7	Q8WVY7
P37235	P37235
P07099	P07099
Q15051	Q15051
Q9NZT2	Q9NZT2
Q9Y243	Q9Y243
P09326	P09326
Q13253	Q13253
Q70YC5	Q70YC5
Q9HCY8	Q9HCY8
O60293	O60293
Q9NYW8	Q9NYW8
Q8N511	Q8N511
Q86XI6	Q86XI6
Q9UJ71	Q9UJ71
Q03014	Q03014
O43248	O43248
O60306	O60306
Q9NXA8	Q9NXA8
Q9UN67	Q9UN67
P27469	P27469
Q01740	Q01740
Q96HV5	Q96HV5
Q96N11	Q96N11
Q9H6R0	Q9H6R0
Q12968	Q12968
Q14444	Q14444
O95363	O95363
P16403	P16403
Q05707	Q05707
Q5ST30	Q5ST30
Q9NYG2	Q9NYG2
A5PKU2	A5PKU2
O14879	O14879
Q6ISB3	Q6ISB3
O43320	O43320
Q99961	Q99961
Q92523	Q92523
Q3KRA6	Q3KRA6
Q495Y8	Q495Y8
A8K008	A8K008
Q15025	Q15025
Q0D2K3	Q0D2K3
Q8NF99	Q8NF99
Q92636	Q92636
P15173	P15173
Q8NEX9	Q8NEX9
O60290	O60290
P49366	P49366
Q8TAM2	Q8TAM2
P24410	P62491
P24410	P62492
P24410	P62493
P24410	P62494
P24410	P62490
Q9P1W8	Q9P1W8
P30281	P30281
O43781	O43781
Q9H239	Q9H239
O94868	O94868
I3WAC9	I3WAC9
Q6P158	Q6P158
Q7Z4H9	Q7Z4H9
P60410	P60410
Q0VG75	Q0VG75
P56199	P56199
Q8TBQ9	Q8TBQ9
Q8IXF0	Q8IXF0
Q07352	Q07352
P49771	P49771
Q86W56	Q86W56
Q6UWI2	Q6UWI2
G3V529	G3V529
P60369	P60369
P30086	P30086
Q9HA77	Q9HA77
Q9BUD6	Q9BUD6
Q9H3R2	Q9H3R2
P13598	P13598
Q13835	Q13835
Q86XR7	Q86XR7
Q86Z14	Q86Z14
O75695	O75695
Q8TEB9	Q8TEB9
P40306	P40306
Q9NQ69	Q9NQ69
P34896	P34896
Q6AI08	Q6AI08
Q9P2M7	Q9P2M7
P98077	P98077
Q14254	Q14254
P48147	P48147
Q8NAX2	Q8NAX2
P62937	P62937
Q92784	Q92784
O43310	O43310
Q14667	Q14667
P07919	P07919
Q8N370	Q8N370
P50222	P50222
P09669	P09669
Q9NQN1	Q9NQN1
Q6ZMJ4	Q6ZMJ4
Q9NWU1	Q9NWU1
Q8NHY5	Q8NHY5
A5PLK6	A5PLK6
O95848	O95848
Q9Y6D6	Q9Y6D6
O14770	O14770
P13761	P01911
A4D177	A4D177
P57723	P57723
P55347	P55347
Q9NUN7	Q9NUN7
E7EQS8	E7EQS8
Q8WV22	Q8WV22
O76061	O76061
P52298	P52298
O60330	O60330
Q9NZU1	Q9NZU1
Q96JC9	Q96JC9
Q8N1S5	Q8N1S5
E7ETB0	E7ETB0
Q9UKA9	Q9UKA9
J3KNN3	J3KNN3
P29508	P29508
Q08AM6	Q08AM6
Q15238	Q15238
Q9NYW3	Q9NYW3
P40933	P40933
P16402	P16402
Q9BYP9	Q9BYP9
A0A1B0GWI1	A0A1B0GWI1
Q16586	Q16586
O14829	O14829
Q9H8L6	Q9H8L6
Q8IXW5	Q8IXW5
O75752	O75752
P41247	P41247
J3QQT5	J3QQT5
Q9BQ61	Q9BQ61
Q9BPW8	Q9BPW8
Q5T2N8	Q5T2N8
P17676	P17676
P13716	P13716
Q9Y2C9	Q9Y2C9
Q9C0B0	Q9C0B0
Q9Y274	Q9Y274
Q14554	Q14554
P30542	P30542
P53618	P53618
Q99547	Q99547
Q9NYK6	Q9NYK6
Q7L0X2	Q7L0X2
Q96ET8	Q96ET8
P55008	P55008
Q9UKM9	Q9UKM9
Q969V4	Q969V4
Q9H175	Q9H175
Q9H8X2	Q9H8X2
Q96CF2	Q96CF2
P48740	P48740
Q9Y4G2	Q9Y4G2
P0DJD7	P0DJD7
P22794	P22794
B2RBB2	B2RBB2
Q96GX9	Q96GX9
P47928	P47928
A0A087WWP8	A0A087WWP8
Q9HBI5	Q9HBI5
Q6ZUT3	Q6ZUT3
Q92930	Q92930
C9J4K5	C9J4K5
O14561	O14561
Q8TCW6	Q8TCW6
Q9NS86	Q9NS86
O14974	O14974
P35270	P35270
Q01362	Q01362
Q5T081	Q5T081
P57058	P57058
B7Z503	B7Z503
A0A0C3SFZ9	A0A0C3SFZ9
Q13620	Q13620
Q13618	Q13618
P15391	P15391
Q9Y509	Q9Y509
Q9BZG7	Q9BZG7
Q9UBM7	Q9UBM7
Q5VUJ6	Q5VUJ6
Q96E39	Q96E39
Q8TB68	Q8TB68
Q14657	Q14657
Q8NHZ7	Q8NHZ7
P26038	P26038
Q5TC79	Q5TC79
Q96HR4	Q96HR4
Q96E14	Q96E14
Q9GZZ9	Q9GZZ9
Q96PQ6	Q96PQ6
P09497	P09497
Q96H72	Q96H72
P50281	P50281
P50221	P50221
Q9H8H0	Q9H8H0
Q99743	Q99743
P11362	P11362
Q9BTN0	Q9BTN0
Q8TF76	Q8TF76
Q9BQG0	Q9BQG0
Q8IX90	Q8IX90
Q8N5I4	Q8N5I4
Q8NBF1	Q8NBF1
Q86V86	Q86V86
P32189	P32189
Q9BXR0	Q9BXR0
Q9NVK5	Q9NVK5
P60891	P60891
P29803	P29803
P78329	P78329
Q6UXP7	Q6UXP7
Q9UKM7	Q9UKM7
Q9H503	Q9H503
Q8N884	Q8N884
Q9BTT6	Q9BTT6
Q9H9T3	Q9H9T3
Q13077	Q13077
Q7Z5A9	Q7Z5A9
Q96T51	Q96T51
O75129	O75129
Q6UWP2	Q6UWP2
P13995	P13995
P04264	P04264
O75874	O75874
Q9HAU4	Q9HAU4
Q9H891	Q9H891
Q09019	Q09019
Q6FH24	Q6FH24
Q8NEJ0	Q8NEJ0
O95926	O95926
Q9C0G6	Q9C0G6
Q86V81	Q86V81
Q8IZM9	Q8IZM9
H0YLM1	H0YLM1
H7C5Q0	H7C5Q0
Q15526	Q15526
Q16600	Q16600
O60635	O60635
Q6AWC2	Q6AWC2
O14904	O14904
Q16181	Q16181
Q4ZIN3	Q4ZIN3
Q8TDD1	Q8TDD1
A6NDG6	A6NDG6
P61619	P61619
Q2Y0W8	Q2Y0W8
A0A087WTJ6	A0A087WTJ6
P28161	P28161
P17097	P17097
P33897	P33897
O15143	O15143
P58401	P58401
Q96FI4	Q96FI4
Q99584	Q99584
A1L190	A1L190
Q86YH2	Q86YH2
P13945	P13945
Q9BRY0	Q9BRY0
Q08648	Q08648
Q9Y333	Q9Y333
Q13285	Q13285
Q6UY01	Q6UY01
Q6YI46	Q6YI46
Q96LL4	Q96LL4
Q8N0Z8	Q8N0Z8
Q5EBL4	Q5EBL4
Q6P602	Q6P602
Q8N1F7	Q8N1F7
O60487	O60487
Q8IUC6	Q8IUC6
Q8TB45	Q8TB45
Q9UHV2	Q9UHV2
Q7KZN9	Q7KZN9
Q96F05	Q96F05
Q02241	Q02241
B4DDX2	B4DDX2
Q9Y678	Q9Y678
Q99551	Q99551
Q8WUS8	Q8WUS8
Q96D96	Q96D96
P04439	P04439
B4DRT3	B4DRT3
O60870	O60870
Q08334	Q08334
Q9NXK9	Q9NXK9
Q9BQ39	Q9BQ39
Q9UBR4	Q9UBR4
Q5T4D3	Q5T4D3
Q9H5Z6	Q9H5Z6
Q75T13	Q75T13
Q96IR1	Q96IR1
P36980	P36980
P51157	P51157
Q9UKT5	Q9UKT5
Q9NNW7	Q9NNW7
A6NK89	A6NK89
Q7Z3B3	Q7Z3B3
Q7Z624	Q7Z624
O75717	O75717
Q504Y3	Q504Y3
Q7KZS0	Q7KZS0
Q99665	Q99665
Q6P2D0	Q6P2D0
Q9H3Y0	Q9H3Y0
P08575	P08575
O15151	O15151
P08247	P08247
Q8NF91	Q8NF91
Q8NHZ8	Q8NHZ8
Q9NVW2	Q9NVW2
Q9Y2U9	Q9Y2U9
Q8TAT5	Q8TAT5
P10619	P10619
P01772	P01772
Q9UHP7	Q9UHP7
Q96LB9	Q96LB9
Q9BZ95	Q9BZ95
Q9H223	Q9H223
O76027	O76027
Q6PG37	Q6PG37
O95678	O95678
P01889	P01889
Q9UK96	Q9UK96
Q6NTF7	Q6NTF7
Q9NYQ7	Q9NYQ7
P0CG05	P0DOY2
P0CG05	P0DOY3
O60315	O60315
P00738	P00738
P55265	P55265
Q8WYA1	Q8WYA1
O95278	O95278
Q6Q0C1	Q6Q0C1
Q96K78	Q96K78
Q8N7R7	Q8N7R7
O75792	O75792
A0A0B4J269	A0A0B4J269
Q96JH7	Q96JH7
Q9BU82	Q9BU82
Q9HAT0	Q9HAT0
P20339	P20339
O75445	O75445
Q9Y3C8	Q9Y3C8
Q8IU81	Q8IU81
O95677	O95677
P10070	P10070
P51571	P51571
F8WE45	F8WE45
Q70UQ0	Q70UQ0
Q8IUR0	Q8IUR0
P17152	P17152
P25025	P25025
Q12805	Q12805
Q3MIX3	Q3MIX3
Q15393	Q15393
Q9Y5A6	Q9Y5A6
Q9Y600	Q9Y600
Q92985	Q92985
Q86V59	Q86V59
Q7Z443	Q7Z443
Q9UMY1	Q9UMY1
Q9BSB4	Q9BSB4
Q9C009	Q9C009
O94903	O94903
P52888	P52888
Q4G0X9	Q4G0X9
Q8N5C8	Q8N5C8
O15503	O15503
Q9UFD9	Q9UFD9
Q96EI5	Q96EI5
P10746	P10746
Q14493	Q14493
Q13296	Q13296
Q5TI25	Q5TI25
Q504X9	Q504X9
Q15735	Q15735
Q96AQ9	Q96AQ9
O75094	O75094
P28908	P28908
P05121	P05121
Q5SVZ6	Q5SVZ6
Q96B36	Q96B36
Q86WA8	Q86WA8
Q9NUQ7	Q9NUQ7
P40261	P40261
Q05BL1	Q05BL1
Q9Y256	Q9Y256
O95232	O95232
Q9P1W9	Q9P1W9
P17481	P17481
Q9UP52	Q9UP52
Q9H7V2	Q9H7V2
Q8WVP5	Q8WVP5
Q9H832	Q9H832
Q96MK2	Q96MK2
Q9NR81	Q9NR81
Q70Z53	Q70Z53
Q8TB36	Q8TB36
Q96N76	Q96N76
Q86SG7	Q86SG7
P22087	P22087
O95402	O95402
O15442	O15442
Q86SX1	Q86SX1
P00739	P00739
A4PIV7	A4PIV7
Q8IVS2	Q8IVS2
Q6NUK4	Q6NUK4
Q9H0J9	Q9H0J9
Q8TB96	Q8TB96
Q13568	Q13568
P05089	P05089
P12319	P12319
Q9Y2K3	Q9Y2K3
Q96BN6	Q96BN6
Q5R3I4	Q5R3I4
Q5QJ38	Q5QJ38
Q2QL34	Q2QL34
P46108	P46108
P08319	P08319
P35080	P35080
P01876	P01876
O75192	O75192
P41968	P41968
Q8NBJ4	Q8NBJ4
Q8TB72	Q8TB72
Q16610	Q16610
H3BMC3	H3BMC3
P07814	P07814
Q9H3Q3	Q9H3Q3
A1A580	A1A580
A0A087WYA8	A0A087WYA8
Q9BZM2	Q9BZM2
Q6AHZ1	Q6AHZ1
Q9UDX3	Q9UDX3
Q3LI66	Q3LI66
B4DQN9	B4DQN9
P13760	P01911
P21291	P21291
Q9H2A2	Q9H2A2
O60884	O60884
Q13635	Q13635
O60225	O60225
P0CG29	P0CG29
Q8NBE8	Q8NBE8
Q9HC56	Q9HC56
B2R8Y4	B2R8Y4
Q96EY4	Q96EY4
Q3MIT2	Q3MIT2
Q9Y6Y9	Q9Y6Y9
Q8TD35	Q8TD35
O95711	O95711
Q6UXG2	Q6UXG2
P20908	P20908
Q05586	Q05586
Q6ZNJ8	Q6ZNJ8
Q9UJK0	Q9UJK0
Q96AT9	Q96AT9
Q9NX24	Q9NX24
O15239	O15239
P11908	P11908
Q64LD2	Q64LD2
A0A090N7T1	A0A090N7T1
Q7L0Q8	Q7L0Q8
Q96LM5	Q96LM5
A8KAH6	A8KAH6
Q96AE4	Q96AE4
Q96Q40	Q96Q40
Q16773	Q16773
Q6ZMQ8	Q6ZMQ8
Q9NR80	Q9NR80
Q9UK55	Q9UK55
Q96AM0	Q96AM0
Q53FC7	Q53FC7
P78362	P78362
P30989	P30989
Q969M7	Q969M7
P13645	P13645
P24593	P24593
Q96A10	Q96A10
Q6FG41	Q6FG41
P82094	P82094
Q8IUD2	Q8IUD2
O95998	O95998
B0FP48	B0FP48
P02788	P02788
Q8TF42	Q8TF42
Q9H0H0	Q9H0H0
Q9NPJ1	Q9NPJ1
P09466	P09466
Q92698	Q92698
Q9H3G5	Q9H3G5
Q13520	Q13520
Q8NEC5	Q8NEC5
Q9H5K3	Q9H5K3
Q9UBP4	Q9UBP4
Q8IYI0	Q8IYI0
Q14153	Q14153
Q96L93	Q96L93
Q9H9P8	Q9H9P8
Q96CS7	Q96CS7
Q9UHD4	Q9UHD4
P04733	P04733
B3KTT5	B3KTT5
Q9BXC0	Q9BXC0
E7EQY4	E7EQY4
P39210	P39210
Q5SQU0	Q5SQU0
Q5VXV3	Q5VXV3
Q96I15	Q96I15
I3L0H3	I3L0H3
P17509	P17509
Q9H2R5	Q9H2R5
Q86UF1	Q86UF1
Q9UIA0	Q9UIA0
Q01629	Q01629
Q13813	Q13813
P05164	P05164
Q5T754	Q5T754
Q5VSL9	Q5VSL9
Q96C28	Q96C28
Q96N20	Q96N20
Q9H8Y5	Q9H8Y5
Q5CAQ5	Q5CAQ5
Q69YL0	Q69YL0
Q15904	Q15904
Q86V94	Q86V94
P13533	P13533
Q5STP9	Q5STP9
Q7Z698	Q7Z698
Q9GZU5	Q9GZU5
Q9HCJ3	Q9HCJ3
P35626	P35626
P58397	P58397
P51649	P51649
Q5I0X7	Q5I0X7
Q658Y4	Q658Y4
Q969M1	Q969M1
Q6QNY1	Q6QNY1
P11597	P11597
P15622	P15622
P18405	P18405
P22557	P22557
Q9NP99	Q9NP99
Q6P280	Q6P280
Q6P1L5	Q6P1L5
Q8TDU9	Q8TDU9
Q8N8G6	Q8N8G6
V9HWA0	V9HWA0
Q12962	Q12962
P28325	P28325
Q12809	Q12809
P02768	P02768
O00481	O00481
O60248	O60248
O00442	O00442
O75888	O75888
Q9UBM1	Q9UBM1
Q9UKI9	Q9UKI9
Q659A1	Q659A1
Q49AN9	Q49AN9
Q96EV8	Q96EV8
P22760	P22760
J3QR07	J3QR07
Q7Z4F1	Q7Z4F1
Q9H892	Q9H892
Q9UKS6	Q9UKS6
Q5VWT5	Q5VWT5
O43291	O43291
O95980	O95980
Q8NEG0	Q8NEG0
P00749	P00749
O76031	O76031
P46013	P46013
Q8IWG5	Q8IWG5
P57052	P57052
P22492	P22492
Q9H4I9	Q9H4I9
O43237	O43237
P03951	P03951
Q9Y6F7	Q9Y6F7
Q9UJY1	Q9UJY1
E7ERK7	E7ERK7
Q6PIU1	Q6PIU1
Q6B0I6	Q6B0I6
P14550	P14550
Q9UH17	Q9UH17
P0C7I6	P0C7I6
Q3LXA3	Q3LXA3
P12109	P12109
Q66GS9	Q66GS9
Q8WXX5	Q8WXX5
Q9NYF5	Q9NYF5
Q9H082	Q9H082
Q96GT9	Q96GT9
P31937	P31937
O95452	O95452
Q9NXK8	Q9NXK8
Q8WXQ7	P05165
Q19AV6	Q19AV6
Q96JY6	Q96JY6
Q5JU69	Q5JU69
P16066	P16066
Q5QJU3	Q5QJU3
P09661	P09661
Q9H160	Q9H160
P47756	P47756
O00204	O00204
P36941	P36941
Q6P582	Q6P582
Q6UWF3	Q6UWF3
Q2M3W8	Q2M3W8
Q9UKW6	Q9UKW6
P00519	P00519
Q9NWH7	Q9NWH7
P48594	P48594
P35716	P35716
B4E083	B4E083
Q9UIL1	Q9UIL1
Q8ND30	Q8ND30
Q9ULI4	Q9ULI4
Q5SVQ8	Q5SVQ8
Q96Q27	Q96Q27
Q86VQ0	Q86VQ0
B4DQ50	B4DQ50
Q12834	Q12834
Q7Z713	Q7Z713
P56279	P56279
Q05901	Q05901
Q9BVV7	Q9BVV7
Q9Y399	Q9Y399
Q9NZQ0	Q9NZQ0
P08218	P08218
Q9HD64	Q9HD64
P09105	P09105
Q16538	Q16538
Q92993	Q92993
P12883	P12883
P57078	P57078
Q9H981	Q9H981
Q92520	Q92520
P54845	P54845
O43414	O43414
A0A0A0MT83	A0A0A0MT83
Q9UJ04	Q9UJ04
Q9BZL1	Q9BZL1
O15018	O15018
Q5TIA1	Q5TIA1
Q9UJX4	Q9UJX4
P0DMM9	P0DMM9
Q9BTV5	Q9BTV5
Q9Y3D8	Q9Y3D8
Q674R7	Q674R7
Q8N2M8	Q8N2M8
Q8N393	Q8N393
Q9H6Z4	Q9H6Z4
Q6P2H3	Q6P2H3
Q9BVQ7	Q9BVQ7
Q9UKU0	Q9UKU0
Q8NI37	Q8NI37
P0CJ78	P0CJ78
A2VDJ0	A2VDJ0
E5RIL2	E5RIL2
Q9UJX6	Q9UJX6
Q86Y26	Q86Y26
Q9BVC3	Q9BVC3
Q9H4E5	Q9H4E5
Q9P2P6	Q9P2P6
Q9NPG1	Q9NPG1
Q8NHV9	Q8NHV9
P14778	P14778
Q8WV19	Q8WV19
P01100	P01100
Q53EL9	Q53EL9
Q4VC39	Q4VC39
Q9UPM6	Q9UPM6
P52790	P52790
Q96J87	Q96J87
A0A0A6YYF3	A0A0A6YYF3
P07320	P07320
Q9Y490	Q9Y490
Q9UBG0	Q9UBG0
P14859	P14859
A0A0A0MSI2	A0A0A0MSI2
Q12913	Q12913
Q0VAA2	Q0VAA2
Q70HW3	Q70HW3
P41225	P41225
Q9BTV4	Q9BTV4
Q0VF96	Q0VF96
Q6NYC1	Q6NYC1
O95248	O95248
Q14258	Q14258
Q8N0U8	Q8N0U8
Q8IYT3	Q8IYT3
P35442	P35442
Q8NB16	Q8NB16
O00562	O00562
Q8TCD6	Q8TCD6
Q8IXQ6	Q8IXQ6
Q9NR83	Q9NR83
Q9H410	Q9H410
Q96KQ4	Q96KQ4
O76024	O76024
P25789	P25789
Q8WWZ8	Q8WWZ8
O14627	O14627
Q8WYA6	Q8WYA6
Q96MA6	Q96MA6
P26378	P26378
Q9BT25	Q9BT25
Q9H2S5	Q9H2S5
B4DP54	B4DP54
O95863	O95863
Q92617	Q92617
P31153	P31153
P55087	P55087
Q05BL0	Q05BL0
O43264	O43264
P83111	P83111
O43657	O43657
Q9HCK0	Q9HCK0
Q7Z6K1	Q7Z6K1
P01344	P01344
Q99650	Q99650
P01031	P01031
O00329	O00329
Q96LT4	Q96LT4
P27105	P27105
Q7Z429	Q7Z429
Q8N5G0	Q8N5G0
P07288	P07288
Q9NWK9	Q9NWK9
Q8N3R9	Q8N3R9
V9HWA4	V9HWA4
Q96NL8	Q96NL8
Q9NXN4	Q9NXN4
Q07654	Q07654
C9J7I0	C9J7I0
O95571	O95571
O75391	O75391
O60241	O60241
Q9H3H5	Q9H3H5
O95159	O95159
O43760	O43760
P34969	P34969
Q10472	Q10472
Q13727	Q13727
P07098	P07098
B4E312	B4E312
F8W7C6	F8W7C6
Q9NXD3	Q9NXD3
P04278	P04278
P46736	P46736
Q99570	Q99570
O75928	O75928
P63302	P63302
Q96EL2	Q96EL2
Q96BS2	Q96BS2
P23769	P23769
Q9H6J7	Q9H6J7
Q14994	Q14994
P28072	P28072
Q68CQ4	Q68CQ4
O95072	O95072
Q9UQ88	Q9UQ88
Q6ZSJ9	Q6ZSJ9
P0DJI9	P0DJI9
Q8TDN4	Q8TDN4
Q9H8K7	Q9H8K7
Q9H8V3	Q9H8V3
P78346	P78346
P11441	P11441
Q6UXD7	Q6UXD7
Q8N8J0	Q8N8J0
Q9P0X4	Q9P0X4
Q96SL4	Q96SL4
Q96EG3	Q96EG3
Q9UPN6	Q9UPN6
Q53RE8	Q53RE8
Q9Y2D2	Q9Y2D2
